State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
IL,Henry County,19197,1265884,1115,54253,1045,49694,-70,-0.365
NE,Seward County,6026,461173,405,17881,383,18614,-22,-0.365
KY,Pike County,15623,860462,763,34769,706,30422,-57,-0.365
OH,Darke County,20201,1087782,951,38462,877,35375,-74,-0.366
OH,Scioto County,23445,1244761,963,38389,877,32768,-86,-0.367
UT,Emery County,2995,170547,170,8303,159,6497,-11,-0.367
IA,Kossuth County,5981,378468,355,16874,333,14500,-22,-0.368
NY,Putnam County,38568,4145237,2927,237677,2785,226978,-142,-0.368
TX,Bee County,8140,399229,623,25602,593,21793,-30,-0.369
ME,Aroostook County,24387,1229880,951,47595,861,42588,-90,-0.369
FL,Taylor County,6225,317241,319,15276,296,11325,-23,-0.369
IL,Mercer County,6202,393710,386,18426,363,17429,-23,-0.371
CO,San Juan County,269,12130,24,909,23,831,-1,-0.372
WV,Grant County,4288,206460,193,6223,177,6572,-16,-0.373
IA,Louisa County,4011,235353,262,9580,247,10606,-15,-0.374
PA,Allegheny County,504386,42891999,23128,1735463,21240,1471831,-1888,-0.374
AR,Cleveland County,2400,138763,172,6624,163,6393,-9,-0.375
SC,Florence County,45808,2646721,2851,139379,2679,121474,-172,-0.375
IN,Jackson County,16758,963935,1036,43395,973,38169,-63,-0.376
GA,Whitfield County,32585,1918028,1838,85761,1715,67691,-123,-0.377
MN,Renville County,5819,352628,356,14792,334,13257,-22,-0.378
IL,Carroll County,6055,353887,325,13669,302,15504,-23,-0.38
PA,McKean County,15412,842208,606,30355,547,25103,-59,-0.383
FL,Broward County,720672,52494991,51238,3154298,48477,3387475,-2761,-0.383
KS,Norton County,1830,87899,112,5652,105,4157,-7,-0.383
IA,Allamakee County,5441,279816,260,10711,239,10537,-21,-0.386
PA,Elk County,13432,775823,385,17300,333,14048,-52,-0.387
OH,Seneca County,21176,1121024,1210,48681,1128,42886,-82,-0.387
MO,Macon County,5642,268062,336,13539,314,10897,-22,-0.39
VA,Buchanan County,5871,285092,265,10164,242,7575,-23,-0.392
MO,Linn County,4330,216158,238,8319,221,7352,-17,-0.393
IA,Pottawattamie County,33624,2192393,2130,101089,1997,92374,-133,-0.396
MO,Crawford County,7826,442330,608,18601,577,20119,-31,-0.396
MD,Baltimore County,315424,28755994,24263,1548545,23007,1269972,-1256,-0.398
NY,Genesee County,22732,1304346,1275,55213,1184,51783,-91,-0.4
WY,Campbell County,16494,1367376,1159,69482,1093,52899,-66,-0.4
OH,Champaign County,14705,824621,1033,42167,974,42227,-59,-0.401
OH,Wyandot County,8956,510828,487,19106,451,19322,-36,-0.402
KY,Adair County,5455,223414,372,10774,350,11552,-22,-0.403
MO,Saline County,7690,378693,449,16809,418,12456,-31,-0.403
NE,Otoe County,5923,423319,428,21280,404,21387,-24,-0.405
VA,Essex County,4187,247334,302,14582,285,13630,-17,-0.406
MI,Gogebic County,5391,256169,337,13192,315,12925,-22,-0.408
IA,Poweshiek County,6600,429784,515,27863,488,26823,-27,-0.409
OH,Carroll County,10009,559959,688,29119,647,29236,-41,-0.41
TX,Jack County,2434,141567,223,9196,213,11788,-10,-0.411
FL,Orange County,476445,32185088,48683,2445554,46718,2682267,-1965,-0.412
AZ,Santa Cruz County,16224,805158,968,37680,901,48370,-67,-0.413
IA,Shelby County,4586,311209,273,12339,254,10491,-19,-0.414
GA,Lanier County,2414,102890,339,10567,329,10395,-10,-0.414
MD,Allegany County,23357,1279241,1054,55071,957,42109,-97,-0.415
SC,Lee County,5306,203752,347,10620,325,8375,-22,-0.415
MN,Marshall County,3610,221492,185,8990,170,7372,-15,-0.416
IN,St. Joseph County,98529,6544958,6161,352847,5751,294566,-410,-0.416
MN,Nicollet County,12251,918488,1238,68672,1187,54618,-51,-0.416
PA,Lancaster County,215806,15622624,9266,500024,8364,460484,-902,-0.418
TX,DeWitt County,6205,540090,506,33287,480,23532,-26,-0.419
TX,Pecos County,4529,301284,375,19523,356,18286,-19,-0.42
NY,Oswego County,42650,2504298,2332,109022,2153,95828,-179,-0.42
NE,Antelope County,2378,126571,120,4689,110,4501,-10,-0.421
ND,Cass County,68076,5955097,5833,303838,5546,277537,-287,-0.422
IN,Wayne County,24099,1224508,1243,56284,1141,45947,-102,-0.423
PA,Armstrong County,26172,1456014,1240,52704,1129,49051,-111,-0.424
IN,Cass County,14105,726561,822,33806,762,27957,-60,-0.425
AL,Clarke County,7771,417525,372,15156,339,13919,-33,-0.425
IN,Wabash County,11942,708532,674,32333,623,25274,-51,-0.427
KS,Harvey County,12167,746190,903,43703,851,40000,-52,-0.427
NJ,Cape May County,38666,2799637,2535,170186,2369,214104,-166,-0.429
GA,Bibb County,49372,2831539,3860,179479,3648,153377,-212,-0.429
PA,Juniata County,9310,509290,385,16000,345,13308,-40,-0.43
KS,Cherokee County,6497,342825,504,17424,476,15926,-28,-0.431
GA,Muscogee County,62942,4018678,6656,374312,6384,281271,-272,-0.432
OK,Roger Mills County,1151,70732,63,3376,58,2514,-5,-0.434
NC,Pitt County,54100,3425159,4470,203954,4235,192331,-235,-0.434
ID,Fremont County,4127,191700,409,18075,391,20034,-18,-0.436
NY,Erie County,364968,26028580,12130,734638,10537,601288,-1593,-0.436
TX,Lee County,5946,402284,475,22031,449,24267,-26,-0.437
IL,Will County,254130,22579388,18261,1310194,17147,1096664,-1114,-0.438
KY,Jefferson County,292057,21627859,18166,1192357,16883,919639,-1283,-0.439
OH,Ashland County,19825,1095726,1206,56238,1119,49520,-87,-0.439
MN,St. Louis County,75161,5085796,4119,209018,3788,183174,-331,-0.44
WV,Greenbrier County,12039,619196,654,28573,601,27931,-53,-0.44
MO,Gentry County,2270,102688,126,3835,116,3866,-10,-0.441
IA,Dubuque County,37647,2877694,1807,150923,1641,83123,-166,-0.441
GA,Treutlen County,1804,81073,113,3250,105,3642,-8,-0.443
ID,Gooding County,4739,172538,413,14911,392,16066,-21,-0.443
WI,La Crosse County,45053,3250281,2814,136773,2614,129652,-200,-0.444
MN,Koochiching County,4725,263376,209,11497,188,8271,-21,-0.444
OH,Portage County,58629,3954497,4739,234545,4478,243686,-261,-0.445
OH,Shelby County,18840,1179627,1012,50145,928,43453,-84,-0.446
MN,Wabasha County,8741,591690,578,27641,539,29720,-39,-0.446
KY,Ballard County,2676,148860,159,6861,147,5792,-12,-0.448
MS,Chickasaw County,5810,249550,359,11680,333,10920,-26,-0.448
WI,Trempealeau County,12038,691757,728,34063,674,35469,-54,-0.449
IA,Lucas County,3119,167759,176,7119,162,6747,-14,-0.449
VT,Rutland County,25524,1468436,1308,62224,1193,61517,-115,-0.451
IN,Sullivan County,6858,375477,430,16230,399,14683,-31,-0.452
WV,Hardy County,5307,241728,294,9408,270,13279,-24,-0.452
KY,Marion County,6637,341561,380,13823,350,14398,-30,-0.452
WY,Natrona County,29188,2322572,1913,103305,1781,93644,-132,-0.452
NY,Chenango County,18334,978070,1060,46045,977,39675,-83,-0.453
PA,Bradford County,23324,1384304,1047,48147,941,43246,-106,-0.454
ND,Morton County,11893,889238,1250,68255,1196,63410,-54,-0.454
VA,Pulaski County,11647,626443,778,34481,725,39970,-53,-0.455
MS,Newton County,6980,338737,415,15398,383,13601,-32,-0.458
WY,Goshen County,4363,245596,318,13134,298,14523,-20,-0.458
NY,Madison County,25081,1723072,1781,85074,1666,94848,-115,-0.459
WI,Wood County,30483,1817839,1774,92021,1634,74636,-140,-0.459
WV,Harrison County,24761,1622508,1312,68751,1198,57458,-114,-0.46
MO,Holt County,1730,92967,94,3765,86,3896,-8,-0.462
CA,Ventura County,318012,29295134,17225,1471512,15757,1254039,-1468,-0.462
OH,Jefferson County,24258,1354515,1149,46952,1037,41904,-112,-0.462
OK,Tulsa County,216687,17624436,15114,862530,14113,729912,-1001,-0.462
NY,Westchester County,382489,68855408,22512,3075710,20738,2602490,-1774,-0.464
NJ,Atlantic County,104271,6580548,5237,299417,4752,298660,-485,-0.465
OH,Greene County,59021,4763328,6061,344671,5786,330647,-275,-0.466
CA,Colusa County,7731,474161,403,21069,367,18405,-36,-0.466
IL,Rock Island County,55661,3434071,3348,194678,3088,145826,-260,-0.467
KY,Grant County,7900,440031,767,28902,730,31659,-37,-0.468
MS,Amite County,3835,196164,238,9026,220,9738,-18,-0.469
OK,Okmulgee County,11076,545838,891,33541,839,37868,-52,-0.469
KY,Whitley County,9990,488035,827,28163,780,26141,-47,-0.47
ND,Stark County,11706,996052,1185,76939,1130,60502,-55,-0.47
KS,McPherson County,11025,750992,720,34998,668,33935,-52,-0.472
IA,Jones County,7378,455080,445,20278,410,20641,-35,-0.474
MN,Cottonwood County,4427,249439,247,11286,226,10247,-21,-0.474
KY,Hopkins County,15147,904919,792,37093,720,30895,-72,-0.475
GA,Brooks County,4628,209147,442,13959,420,14865,-22,-0.475
WV,Lincoln County,5879,274466,333,13351,305,10479,-28,-0.476
OK,Washington County,17415,1228738,1279,79812,1196,61147,-83,-0.477
UT,Duchesne County,5635,359252,404,18337,377,17038,-27,-0.479
OH,Lucas County,158388,9929773,7910,444959,7151,342500,-759,-0.479
TN,Davidson County,256026,21569771,28813,1767466,27581,1850992,-1232,-0.481
AL,Calhoun County,37377,1968333,2333,94110,2153,85119,-180,-0.482
IA,Hancock County,4152,258803,237,9598,217,8893,-20,-0.482
IL,Boone County,19472,1465441,1616,91709,1522,97808,-94,-0.483
MN,Ramsey County,204761,16286652,21241,1239206,20245,1144842,-996,-0.486
RI,Providence County,245590,15855719,13462,883628,12268,687730,-1194,-0.486
AR,White County,23023,1386324,1681,68805,1569,61758,-112,-0.486
KY,Wayne County,5954,254353,293,11009,264,10906,-29,-0.487
NY,Cortland County,16404,938314,1070,51745,990,41500,-80,-0.488
OH,Columbiana County,37849,1972065,1797,71153,1612,76698,-185,-0.489
IL,Madison County,100023,7098092,5405,288493,4915,241615,-490,-0.49
KY,Knox County,8363,362230,628,21572,587,18856,-41,-0.49
NY,Cayuga County,28577,1710778,1448,67590,1308,65910,-140,-0.49
KY,Pendleton County,4885,288461,428,16083,404,15970,-24,-0.491
OH,Franklin County,489372,35771317,32930,2063303,30508,1663834,-2422,-0.495
AL,Mobile County,134470,8190194,6050,308523,5384,249109,-666,-0.495
KY,Bourbon County,6859,370026,516,18831,482,17724,-34,-0.496
FL,Gulf County,4223,257021,455,21783,434,30747,-21,-0.497
IL,De Witt County,6030,391005,367,19042,337,15328,-30,-0.498
NE,Red Willow County,3816,222883,249,10144,230,10055,-19,-0.498
CT,Tolland County,53725,5035226,4538,320545,4270,258702,-268,-0.499
PA,Lackawanna County,82199,5162850,3739,167587,3328,151835,-411,-0.5
VA,Alleghany County,5533,308870,321,14289,293,10923,-28,-0.506
AL,Lawrence County,10656,527998,612,22502,558,22576,-54,-0.507
TX,Shelby County,7877,389969,484,21219,444,16770,-40,-0.508
GA,Wheeler County,1379,63036,96,2476,89,2284,-7,-0.508
NC,Wayne County,39408,2034701,3088,128665,2887,108677,-201,-0.51
MO,Maries County,2930,139850,243,8760,228,8415,-15,-0.512
KS,Trego County,1172,58747,53,1876,47,1988,-6,-0.512
WV,Barbour County,5072,249253,255,9719,229,9866,-26,-0.513
NC,Anson County,7592,313322,420,14456,381,13944,-39,-0.514
NY,Suffolk County,623979,64346617,25289,2263635,22078,2034318,-3211,-0.515
IN,Montgomery County,14135,790462,836,38702,763,30880,-73,-0.516
IL,Hamilton County,2900,166358,123,4215,108,3973,-15,-0.517
AL,Clay County,4435,232317,273,10205,250,10108,-23,-0.519
NY,Monroe County,295532,21980406,11719,805256,10183,571581,-1536,-0.52
CO,Otero County,5954,268394,409,16880,378,15130,-31,-0.521
OK,Creek County,22048,1519915,2035,89110,1920,99934,-115,-0.522
TX,Hockley County,7069,424783,593,21600,556,22859,-37,-0.523
MO,Livingston County,4964,263337,329,13403,303,11786,-26,-0.524
GA,Ben Hill County,4948,220313,328,10670,302,9859,-26,-0.525
WI,Dane County,218271,20017068,14600,967517,13450,831283,-1150,-0.527
MI,Marquette County,24445,1504214,1337,57125,1208,58391,-129,-0.528
KY,Webster County,4156,229407,310,12424,288,9786,-22,-0.529
IL,St. Clair County,94392,6301709,6366,372163,5866,290159,-500,-0.53
NY,Orange County,142068,11521426,9433,591864,8678,553850,-755,-0.531
MO,Barton County,3954,192688,243,8163,222,8428,-21,-0.531
OH,Crawford County,16191,783934,971,34487,885,30316,-86,-0.531
NY,Allegany County,15078,832155,847,37059,767,30238,-80,-0.531
TX,Terry County,3566,177981,253,12150,234,8906,-19,-0.533
IL,Pike County,5599,295177,233,8958,203,7685,-30,-0.536
TX,Wilbarger County,4294,387323,300,12326,277,10190,-23,-0.536
PA,Susquehanna County,15860,1026450,832,38257,747,39027,-85,-0.536
KS,Doniphan County,2608,147657,170,6073,156,5476,-14,-0.537
IA,Sioux County,11549,864591,550,26509,488,26597,-62,-0.537
KY,Clinton County,2972,114718,134,3646,118,3794,-16,-0.538
GA,Wilkes County,3159,149301,170,6170,153,7726,-17,-0.538
FL,Calhoun County,3686,176866,290,10963,270,8858,-20,-0.543
VA,Accomack County,12696,648808,765,32942,696,33758,-69,-0.543
NY,Livingston County,22556,1455307,1343,60798,1220,57833,-123,-0.545
WI,Dunn County,15409,967532,1245,51375,1161,50797,-84,-0.545
KY,Rowan County,6595,350064,608,19700,572,19923,-36,-0.546
IA,Fayette County,7130,383804,474,17700,435,15739,-39,-0.547
WV,Ritchie County,3285,177214,143,6169,125,4845,-18,-0.548
IL,Saline County,8194,463576,416,17549,371,13035,-45,-0.549
KS,Bourbon County,4906,225043,306,10131,279,9741,-27,-0.55
OK,Grant County,1452,79610,90,3370,82,3319,-8,-0.551
SC,Fairfield County,7621,361776,500,21213,458,26014,-42,-0.551
SD,Douglas County,1088,51904,54,2272,48,1618,-6,-0.551
OK,Haskell County,3440,146530,210,7524,191,6699,-19,-0.552
MT,Fallon County,1087,82413,30,1567,24,1208,-6,-0.552
IL,Fayette County,7230,387747,386,14139,346,12690,-40,-0.553
AL,Washington County,5038,289932,305,12782,277,12248,-28,-0.556
IL,Logan County,10077,599285,580,25634,524,20853,-56,-0.556
ND,Eddy County,897,46247,51,2161,46,1671,-5,-0.557
IA,Worth County,2865,168314,193,6875,177,6868,-16,-0.558
GA,DeKalb County,247455,19549983,33811,2075352,32429,1788389,-1382,-0.558
TX,Haskell County,1596,76935,145,5425,136,5577,-9,-0.564
ND,Pierce County,1597,95390,60,3323,51,2647,-9,-0.564
IL,Fulton County,12526,691544,575,26920,504,19532,-71,-0.567
IL,Winnebago County,107505,6754568,5678,330770,5067,223559,-611,-0.568
MS,Copiah County,9159,398855,491,17418,439,15826,-52,-0.568
IL,Bureau County,13332,802518,762,33774,686,32115,-76,-0.57
KS,Elk County,877,37647,50,2118,45,1670,-5,-0.57
NY,Seneca County,12290,684589,824,34756,754,33342,-70,-0.57
TX,Oldham County,701,42561,63,3161,59,2770,-4,-0.571
OH,Coshocton County,13145,654125,620,27070,545,19840,-75,-0.571
NJ,Somerset County,128933,19693532,11010,1307176,10272,960783,-738,-0.572
MT,Golden Valley County,349,14144,25,1090,23,659,-2,-0.573
GA,Decatur County,8208,373647,495,16888,448,15228,-47,-0.573
OH,Adams County,8713,428731,470,16406,420,15224,-50,-0.574
MT,Silver Bow County,12709,753582,881,54493,808,36470,-73,-0.574
OH,Cuyahoga County,491682,35760985,23492,1722515,20665,1270337,-2827,-0.575
PA,Forest County,1739,83383,103,3833,93,3459,-10,-0.575
CO,Eagle County,21207,2384750,2283,154653,2161,257636,-122,-0.575
AR,Ashley County,6257,319699,287,10739,251,9606,-36,-0.575
IL,Henderson County,2603,136749,139,5309,124,5427,-15,-0.576
TX,Nueces County,116345,6858182,8002,423786,7332,374722,-670,-0.576
KS,Gove County,1042,46028,51,2225,45,1486,-6,-0.576
NY,Chemung County,31594,1944783,1718,94187,1536,72355,-182,-0.576
WV,Monroe County,4335,203441,241,9547,216,9766,-25,-0.577
OH,Sandusky County,23821,1304074,1396,70836,1258,53638,-138,-0.579
NJ,Bergen County,366405,50532345,22824,2546073,20704,2138024,-2120,-0.579
WY,Fremont County,13563,1199472,845,39490,766,43117,-79,-0.582
TN,Shelby County,335978,23740718,17420,1142575,15462,829592,-1958,-0.583
AR,Franklin County,5141,276520,423,14324,393,15118,-30,-0.584
WV,Wetzel County,5460,326640,264,11909,232,8804,-32,-0.586
WV,Roane County,4267,208404,240,9519,215,7863,-25,-0.586
MS,Monroe County,11734,617800,685,24707,616,25402,-69,-0.588
NE,Greeley County,846,28000,52,1759,47,1828,-5,-0.591
NM,Guadalupe County,1351,50824,59,2293,51,1201,-8,-0.592
GA,Troup County,21622,1169648,1597,72192,1469,64312,-128,-0.592
WI,Kewaunee County,8093,513387,464,21366,416,19516,-48,-0.593
PA,Clarion County,13801,795272,680,29918,598,23896,-82,-0.594
WV,Taylor County,5717,330999,353,18253,319,16222,-34,-0.595
KS,Franklin County,9225,534194,733,34129,678,29112,-55,-0.596
IA,Butler County,5528,337343,307,12492,274,11644,-33,-0.597
OK,Pontotoc County,12194,713838,930,36843,857,35303,-73,-0.599
AR,Lincoln County,3000,148010,195,7538,177,5701,-18,-0.6
SC,Marion County,10154,353971,624,20679,563,17543,-61,-0.601
KY,Fleming County,4808,221915,294,10174,265,9472,-29,-0.603
PA,Warren County,15389,885696,671,34554,578,24814,-93,-0.604
CA,Napa County,52853,5766730,3716,303831,3396,317158,-320,-0.605
SD,McPherson County,827,42940,35,1844,30,1118,-5,-0.605
NY,Oneida County,86373,5288593,3760,181015,3237,143976,-523,-0.606
NY,Orleans County,14812,777780,862,34168,772,30288,-90,-0.608
MN,Stearns County,57221,4182507,4584,222418,4236,208793,-348,-0.608
CA,Alameda County,619312,70690273,49635,4750596,45864,4434831,-3771,-0.609
MN,Yellow Medicine County,3770,287953,234,12012,211,7893,-23,-0.61
IL,Shelby County,8156,478710,504,21811,454,20679,-50,-0.613
TX,Erath County,11563,689560,1199,50022,1128,51336,-71,-0.614
OH,Mahoning County,88442,5093030,4559,212735,4016,180668,-543,-0.614
IL,Kankakee County,39723,2510057,2175,113634,1931,91892,-244,-0.614
TX,El Paso County,285648,13819770,16109,735751,14348,657339,-1761,-0.616
IN,Scott County,8113,416326,602,22996,552,21720,-50,-0.616
PA,Cambria County,51566,2899860,2005,99635,1687,67620,-318,-0.617
NJ,Morris County,196004,30808198,14030,1765885,12821,1505246,-1209,-0.617
KY,Ohio County,7605,374054,446,15742,399,14526,-47,-0.618
TX,Gonzales County,6959,407037,441,19526,398,19327,-43,-0.618
PA,Crawford County,31206,1695849,1490,66604,1297,53586,-193,-0.618
IA,Clinton County,17721,1058372,1031,45746,921,39616,-110,-0.621
VA,Bath County,1771,104134,113,4948,102,4658,-11,-0.621
SC,Williamsburg County,9802,371692,611,18046,550,18019,-61,-0.622
WY,Uinta County,7077,509964,485,31788,441,22104,-44,-0.622
CO,Yuma County,3371,174806,214,8859,193,8539,-21,-0.623
GA,Pulaski County,2730,137966,216,8713,199,8076,-17,-0.623
KS,Shawnee County,66622,4301507,3469,176812,3054,135988,-415,-0.623
AL,Choctaw County,4010,208430,185,7378,160,6056,-25,-0.623
GA,Jenkins County,2244,91843,165,4795,151,4406,-14,-0.624
MN,Houston County,7682,508397,446,25105,398,17932,-48,-0.625
WY,Washakie County,2875,193724,180,7868,162,8388,-18,-0.626
AL,Jefferson County,225896,18762608,13629,870315,12207,737503,-1422,-0.629
TX,Jones County,4757,242821,525,23070,495,19981,-30,-0.631
GA,Lowndes County,33402,1890485,3636,150388,3425,149489,-211,-0.632
KY,Johnson County,6166,316151,375,15697,336,12967,-39,-0.633
MN,Freeborn County,12000,723106,650,31630,574,24949,-76,-0.633
CO,Rio Blanco County,2054,138404,175,9920,162,8816,-13,-0.633
MO,Shannon County,2370,87570,168,4804,153,4809,-15,-0.633
KS,Neosho County,5529,285730,340,10696,305,9836,-35,-0.633
IL,Livingston County,13568,876999,838,38918,752,29251,-86,-0.634
VA,Scott County,6623,316610,339,11046,297,10604,-42,-0.634
KY,Union County,4577,249589,251,9762,222,7340,-29,-0.634
NC,Graham County,2681,120013,137,4699,120,5559,-17,-0.634
MT,Valley County,2840,168267,165,7062,147,7225,-18,-0.634
MS,Pike County,12615,574390,772,29161,692,26815,-80,-0.634
MO,Cole County,28716,2063653,1982,96532,1800,76716,-182,-0.634
MO,Montgomery County,4085,206281,283,10675,257,10314,-26,-0.636
IN,Jennings County,10057,503366,714,25944,650,22856,-64,-0.636
TX,Robertson County,5648,288746,481,18738,445,19288,-36,-0.637
MT,Phillips County,1570,69375,56,2153,46,2005,-10,-0.637
MS,Lowndes County,19140,1079813,1467,75192,1345,61301,-122,-0.637
PA,Sullivan County,2351,135706,137,5706,122,6042,-15,-0.638
VA,York County,23166,2135691,3454,215470,3306,206532,-148,-0.639
MT,Cascade County,30976,1864635,2406,112362,2207,97744,-199,-0.642
VA,Sussex County,3272,156381,287,9951,266,9846,-21,-0.642
CA,Mariposa County,5905,355435,579,27889,541,29406,-38,-0.644
WV,Wood County,31173,1838132,1476,73661,1275,54564,-201,-0.645
IA,Lee County,12558,723501,630,27287,549,22075,-81,-0.645
NC,Duplin County,16414,740842,1069,38095,963,34907,-106,-0.646
NY,Wayne County,35591,2143340,2165,102826,1935,98634,-230,-0.646
NY,Wyoming County,14704,856465,848,35321,753,30817,-95,-0.646
TX,Webb County,88442,4118902,2790,126002,2218,99951,-572,-0.647
IL,Washington County,5565,367738,333,14781,297,15165,-36,-0.647
TX,Frio County,4930,236918,327,15524,295,12247,-32,-0.649
