,outflow_state,outflow_county,outflow_n1,outflow_n2,agi_x,inflow_state,inflow_county,inflow_n1,inflow_n2,agi_y
2965,MO,St. Louis County Non-migrants,387097,794873,40987838,MO,St. Louis County Non-migrants,387097,794873,40987838
2966,MO,Saline County Total Migration-US and Foreign,449,860,16809,MO,Saline County Total Migration-US and Foreign,418,838,12456
2967,MO,Saline County Non-migrants,7690,16333,378693,MO,Saline County Non-migrants,7690,16333,378693
2968,MO,Schuyler County Total Migration-US and Foreign,92,182,3058,MO,Schuyler County Total Migration-US and Foreign,99,223,3583
2969,MO,Schuyler County Non-migrants,1367,3120,53923,MO,Schuyler County Non-migrants,1367,3120,53923
2970,MO,Scotland County Total Migration-US and Foreign,134,330,4895,MO,Scotland County Total Migration-US and Foreign,72,164,2724
2971,MO,Scotland County Non-migrants,1583,3743,70482,MO,Scotland County Non-migrants,1583,3743,70482
2972,MO,Scott County Total Migration-US and Foreign,1030,1984,39404,MO,Scott County Total Migration-US and Foreign,992,1950,34291
2973,MO,Scott County Non-migrants,13081,28387,763862,MO,Scott County Non-migrants,13081,28387,763862
2974,MO,Shannon County Total Migration-US and Foreign,168,354,4804,MO,Shannon County Total Migration-US and Foreign,153,354,4809
2975,MO,Shannon County Non-migrants,2370,5309,87570,MO,Shannon County Non-migrants,2370,5309,87570
2976,MO,Shelby County Total Migration-US and Foreign,95,185,2834,MO,Shelby County Total Migration-US and Foreign,97,194,3480
2977,MO,Shelby County Non-migrants,2298,4987,107507,MO,Shelby County Non-migrants,2298,4987,107507
2978,MO,Stoddard County Total Migration-US and Foreign,601,1237,21310,MO,Stoddard County Total Migration-US and Foreign,526,1109,19000
2979,MO,Stoddard County Non-migrants,9518,20832,506023,MO,Stoddard County Non-migrants,9518,20832,506023
2980,MO,Stone County Total Migration-US and Foreign,1132,2142,47455,MO,Stone County Total Migration-US and Foreign,1272,2647,83370
2981,MO,Stone County Non-migrants,10681,22073,585218,MO,Stone County Non-migrants,10681,22073,585218
2982,MO,Sullivan County Total Migration-US and Foreign,160,317,5321,MO,Sullivan County Total Migration-US and Foreign,155,305,5203
2983,MO,Sullivan County Non-migrants,2077,4576,84336,MO,Sullivan County Non-migrants,2077,4576,84336
2984,MO,Taney County Total Migration-US and Foreign,1862,3513,65510,MO,Taney County Total Migration-US and Foreign,1978,3717,92762
2985,MO,Taney County Non-migrants,18346,38025,826502,MO,Taney County Non-migrants,18346,38025,826502
2986,MO,Texas County Total Migration-US and Foreign,536,1200,18238,MO,Texas County Total Migration-US and Foreign,559,1247,21763
2987,MO,Texas County Non-migrants,7302,16509,295279,MO,Texas County Non-migrants,7302,16509,295279
2988,MO,Vernon County Total Migration-US and Foreign,425,853,15901,MO,Vernon County Total Migration-US and Foreign,448,921,15084
2989,MO,Vernon County Non-migrants,6502,14270,301024,MO,Vernon County Non-migrants,6502,14270,301024
2990,MO,Warren County Total Migration-US and Foreign,984,1884,45967,MO,Warren County Total Migration-US and Foreign,1258,2488,65043
2991,MO,Warren County Non-migrants,12108,26223,764850,MO,Warren County Non-migrants,12108,26223,764850
2992,MO,Washington County Total Migration-US and Foreign,505,1065,17126,MO,Washington County Total Migration-US and Foreign,460,968,16920
2993,MO,Washington County Non-migrants,6862,15781,294048,MO,Washington County Non-migrants,6862,15781,294048
2994,MO,Wayne County Total Migration-US and Foreign,289,605,8708,MO,Wayne County Total Migration-US and Foreign,237,508,9863
2995,MO,Wayne County Non-migrants,3543,7932,144021,MO,Wayne County Non-migrants,3543,7932,144021
2996,MO,Webster County Total Migration-US and Foreign,981,2119,38429,MO,Webster County Total Migration-US and Foreign,1056,2281,45236
2997,MO,Webster County Non-migrants,11765,29209,631691,MO,Webster County Non-migrants,11765,29209,631691
2998,MO,Worth County Total Migration-US and Foreign,38,70,1569,MO,Worth County Total Migration-US and Foreign,28,56,847
2999,MO,Worth County Non-migrants,736,1547,22460,MO,Worth County Non-migrants,736,1547,22460
3000,MO,Wright County Total Migration-US and Foreign,420,857,13723,MO,Wright County Total Migration-US and Foreign,470,1088,17239
3001,MO,Wright County Non-migrants,5377,12756,210712,MO,Wright County Non-migrants,5377,12756,210712
3002,MT,Beaverhead County Total Migration-US and Foreign,295,494,11135,MT,Beaverhead County Total Migration-US and Foreign,284,508,12440
3003,MT,Beaverhead County Non-migrants,3322,6841,191534,MT,Beaverhead County Non-migrants,3322,6841,191534
3004,MT,Big Horn County Total Migration-US and Foreign,185,395,7787,MT,Big Horn County Total Migration-US and Foreign,225,484,8069
3005,MT,Big Horn County Non-migrants,3404,8795,150317,MT,Big Horn County Non-migrants,3404,8795,150317
3006,MT,Blaine County Total Migration-US and Foreign,131,270,4874,MT,Blaine County Total Migration-US and Foreign,105,206,3428
3007,MT,Blaine County Non-migrants,2017,4631,85109,MT,Blaine County Non-migrants,2017,4631,85109
3008,MT,Broadwater County Total Migration-US and Foreign,158,294,8557,MT,Broadwater County Total Migration-US and Foreign,229,430,11936
3009,MT,Broadwater County Non-migrants,2072,4368,119905,MT,Broadwater County Non-migrants,2072,4368,119905
3010,MT,Carbon County Total Migration-US and Foreign,333,595,13986,MT,Carbon County Total Migration-US and Foreign,348,639,23750
3011,MT,Carbon County Non-migrants,3967,8055,243889,MT,Carbon County Non-migrants,3967,8055,243889
3012,MT,Carter County Total Migration-US and Foreign,-1,-1,-1,MT,Carter County Total Migration-US and Foreign,-1,-1,-1
3013,MT,Carter County Non-migrants,482,1032,24460,MT,Carter County Non-migrants,482,1032,24460
3014,MT,Cascade County Total Migration-US and Foreign,2406,4757,112362,MT,Cascade County Total Migration-US and Foreign,2207,4187,97744
3015,MT,Cascade County Non-migrants,30976,62361,1864635,MT,Cascade County Non-migrants,30976,62361,1864635
3016,MT,Chouteau County Total Migration-US and Foreign,125,215,5793,MT,Chouteau County Total Migration-US and Foreign,107,200,4261
3017,MT,Chouteau County Non-migrants,1736,3750,88881,MT,Chouteau County Non-migrants,1736,3750,88881
3018,MT,Custer County Total Migration-US and Foreign,312,564,12699,MT,Custer County Total Migration-US and Foreign,227,415,9424
3019,MT,Custer County Non-migrants,4260,8773,262099,MT,Custer County Non-migrants,4260,8773,262099
3020,MT,Daniels County Total Migration-US and Foreign,28,61,1382,MT,Daniels County Total Migration-US and Foreign,20,31,846
3021,MT,Daniels County Non-migrants,706,1455,42971,MT,Daniels County Non-migrants,706,1455,42971
3022,MT,Dawson County Total Migration-US and Foreign,224,457,11311,MT,Dawson County Total Migration-US and Foreign,167,333,6689
3023,MT,Dawson County Non-migrants,3184,6724,193656,MT,Dawson County Non-migrants,3184,6724,193656
3024,MT,Deer Lodge County Total Migration-US and Foreign,234,427,9570,MT,Deer Lodge County Total Migration-US and Foreign,304,545,13054
3025,MT,Deer Lodge County Non-migrants,3247,6059,175351,MT,Deer Lodge County Non-migrants,3247,6059,175351
3026,MT,Fallon County Total Migration-US and Foreign,30,70,1567,MT,Fallon County Total Migration-US and Foreign,24,50,1208
3027,MT,Fallon County Non-migrants,1087,2536,82413,MT,Fallon County Non-migrants,1087,2536,82413
3028,MT,Fergus County Total Migration-US and Foreign,288,495,11971,MT,Fergus County Total Migration-US and Foreign,258,494,13252
3029,MT,Fergus County Non-migrants,4329,8793,241687,MT,Fergus County Non-migrants,4329,8793,241687
3030,MT,Flathead County Total Migration-US and Foreign,2324,4080,101775,MT,Flathead County Total Migration-US and Foreign,3025,5473,194175
3031,MT,Flathead County Non-migrants,38918,80297,2650198,MT,Flathead County Non-migrants,38918,80297,2650198
3032,MT,Gallatin County Total Migration-US and Foreign,4842,7850,247903,MT,Gallatin County Total Migration-US and Foreign,4874,8023,308232
3033,MT,Gallatin County Non-migrants,42110,82058,3616117,MT,Gallatin County Non-migrants,42110,82058,3616117
3034,MT,Garfield County Total Migration-US and Foreign,20,31,228,MT,Garfield County Total Migration-US and Foreign,-1,-1,-1
3035,MT,Garfield County Non-migrants,406,932,20403,MT,Garfield County Non-migrants,406,932,20403
3036,MT,Glacier County Total Migration-US and Foreign,227,464,11901,MT,Glacier County Total Migration-US and Foreign,191,396,7164
3037,MT,Glacier County Non-migrants,3894,8889,159345,MT,Glacier County Non-migrants,3894,8889,159345
3038,MT,Golden Valley County Total Migration-US and Foreign,25,47,1090,MT,Golden Valley County Total Migration-US and Foreign,23,54,659
3039,MT,Golden Valley County Non-migrants,349,686,14144,MT,Golden Valley County Non-migrants,349,686,14144
3040,MT,Granite County Total Migration-US and Foreign,96,160,4855,MT,Granite County Total Migration-US and Foreign,114,229,8544
3041,MT,Granite County Non-migrants,1111,2156,63593,MT,Granite County Non-migrants,1111,2156,63593
3042,MT,Hill County Total Migration-US and Foreign,407,794,15751,MT,Hill County Total Migration-US and Foreign,334,599,13635
3043,MT,Hill County Non-migrants,5809,12394,324730,MT,Hill County Non-migrants,5809,12394,324730
3044,MT,Jefferson County Total Migration-US and Foreign,373,693,20265,MT,Jefferson County Total Migration-US and Foreign,467,968,34891
3045,MT,Jefferson County Non-migrants,4268,9395,319877,MT,Jefferson County Non-migrants,4268,9395,319877
3046,MT,Judith Basin County Total Migration-US and Foreign,32,61,1219,MT,Judith Basin County Total Migration-US and Foreign,41,76,1609
3047,MT,Judith Basin County Non-migrants,740,1496,35437,MT,Judith Basin County Non-migrants,740,1496,35437
3048,MT,Lake County Total Migration-US and Foreign,787,1459,32389,MT,Lake County Total Migration-US and Foreign,786,1529,44115
3049,MT,Lake County Non-migrants,9848,21197,515493,MT,Lake County Non-migrants,9848,21197,515493
3050,MT,Lewis and Clark County Total Migration-US and Foreign,1802,3169,97551,MT,Lewis and Clark County Total Migration-US and Foreign,2071,3686,112320
3051,MT,Lewis and Clark County Non-migrants,26887,53808,1879736,MT,Lewis and Clark County Non-migrants,26887,53808,1879736
3052,MT,Liberty County Total Migration-US and Foreign,-1,-1,-1,MT,Liberty County Total Migration-US and Foreign,34,60,604
3053,MT,Liberty County Non-migrants,765,1504,33614,MT,Liberty County Non-migrants,765,1504,33614
3054,MT,Lincoln County Total Migration-US and Foreign,449,838,19442,MT,Lincoln County Total Migration-US and Foreign,571,1078,29008
3055,MT,Lincoln County Non-migrants,6468,13370,312603,MT,Lincoln County Non-migrants,6468,13370,312603
3056,MT,McCone County Total Migration-US and Foreign,20,36,666,MT,McCone County Total Migration-US and Foreign,-1,-1,-1
3057,MT,McCone County Non-migrants,709,1514,30518,MT,McCone County Non-migrants,709,1514,30518
3058,MT,Madison County Total Migration-US and Foreign,235,393,11423,MT,Madison County Total Migration-US and Foreign,404,683,32544
3059,MT,Madison County Non-migrants,3099,6102,194265,MT,Madison County Non-migrants,3099,6102,194265
3060,MT,Meagher County Total Migration-US and Foreign,43,82,2298,MT,Meagher County Total Migration-US and Foreign,33,73,1114
3061,MT,Meagher County Non-migrants,623,1229,31917,MT,Meagher County Non-migrants,623,1229,31917
3062,MT,Mineral County Total Migration-US and Foreign,139,250,6104,MT,Mineral County Total Migration-US and Foreign,159,312,7507
3063,MT,Mineral County Non-migrants,1460,2907,80378,MT,Mineral County Non-migrants,1460,2907,80378
3064,MT,Missoula County Total Migration-US and Foreign,3743,6035,164579,MT,Missoula County Total Migration-US and Foreign,3871,6300,198535
3065,MT,Missoula County Non-migrants,44498,83897,3477133,MT,Missoula County Non-migrants,44498,83897,3477133
3066,MT,Musselshell County Total Migration-US and Foreign,129,264,3655,MT,Musselshell County Total Migration-US and Foreign,124,256,6097
3067,MT,Musselshell County Non-migrants,1490,3155,78361,MT,Musselshell County Non-migrants,1490,3155,78361
3068,MT,Park County Total Migration-US and Foreign,594,1006,29047,MT,Park County Total Migration-US and Foreign,686,1083,45683
3069,MT,Park County Non-migrants,6890,12825,396772,MT,Park County Non-migrants,6890,12825,396772
3070,MT,Petroleum County Total Migration-US and Foreign,-1,-1,-1,MT,Petroleum County Total Migration-US and Foreign,-1,-1,-1
3071,MT,Petroleum County Non-migrants,153,336,5881,MT,Petroleum County Non-migrants,153,336,5881
3072,MT,Phillips County Total Migration-US and Foreign,56,101,2153,MT,Phillips County Total Migration-US and Foreign,46,106,2005
3073,MT,Phillips County Non-migrants,1570,3271,69375,MT,Phillips County Non-migrants,1570,3271,69375
3074,MT,Pondera County Total Migration-US and Foreign,137,257,5157,MT,Pondera County Total Migration-US and Foreign,118,213,3807
3075,MT,Pondera County Non-migrants,2268,4490,104391,MT,Pondera County Non-migrants,2268,4490,104391
3076,MT,Powder River County Total Migration-US and Foreign,28,48,1407,MT,Powder River County Total Migration-US and Foreign,20,28,578
3077,MT,Powder River County Non-migrants,628,1322,30785,MT,Powder River County Non-migrants,628,1322,30785
3078,MT,Powell County Total Migration-US and Foreign,170,330,6867,MT,Powell County Total Migration-US and Foreign,156,303,7126
3079,MT,Powell County Non-migrants,2046,4019,117532,MT,Powell County Non-migrants,2046,4019,117532
3080,MT,Prairie County Total Migration-US and Foreign,25,46,938,MT,Prairie County Total Migration-US and Foreign,22,49,714
3081,MT,Prairie County Non-migrants,424,846,21545,MT,Prairie County Non-migrants,424,846,21545
3082,MT,Ravalli County Total Migration-US and Foreign,1123,2092,57236,MT,Ravalli County Total Migration-US and Foreign,1514,2899,107821
3083,MT,Ravalli County Non-migrants,15765,32502,968671,MT,Ravalli County Non-migrants,15765,32502,968671
3084,MT,Richland County Total Migration-US and Foreign,347,660,21333,MT,Richland County Total Migration-US and Foreign,282,537,15933
3085,MT,Richland County Non-migrants,4284,9108,329684,MT,Richland County Non-migrants,4284,9108,329684
3086,MT,Roosevelt County Total Migration-US and Foreign,171,344,8026,MT,Roosevelt County Total Migration-US and Foreign,169,341,8967
3087,MT,Roosevelt County Non-migrants,3065,7324,150013,MT,Roosevelt County Non-migrants,3065,7324,150013
3088,MT,Rosebud County Total Migration-US and Foreign,234,485,11268,MT,Rosebud County Total Migration-US and Foreign,172,363,8796
3089,MT,Rosebud County Non-migrants,2915,6960,179246,MT,Rosebud County Non-migrants,2915,6960,179246
3090,MT,Sanders County Total Migration-US and Foreign,288,554,12109,MT,Sanders County Total Migration-US and Foreign,363,725,19335
3091,MT,Sanders County Non-migrants,3944,8316,178351,MT,Sanders County Non-migrants,3944,8316,178351
3092,MT,Sheridan County Total Migration-US and Foreign,88,172,4061,MT,Sheridan County Total Migration-US and Foreign,72,125,2798
3093,MT,Sheridan County Non-migrants,1502,2975,85262,MT,Sheridan County Non-migrants,1502,2975,85262
3094,MT,Silver Bow County Total Migration-US and Foreign,881,1486,54493,MT,Silver Bow County Total Migration-US and Foreign,808,1422,36470
3095,MT,Silver Bow County Non-migrants,12709,24580,753582,MT,Silver Bow County Non-migrants,12709,24580,753582
3096,MT,Stillwater County Total Migration-US and Foreign,243,475,14598,MT,Stillwater County Total Migration-US and Foreign,288,599,19748
3097,MT,Stillwater County Non-migrants,3424,7373,241545,MT,Stillwater County Non-migrants,3424,7373,241545
